"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta.fV[2]",1.2885114756789,0.509063437723485,0.324256334388923,0.936783656362751,1.2844985867571,1.62645650730644,2.28911904584577,1.0096812969582,262,0,0.997001499250375
"beta.fF[1]",0.499655277859373,0.611145323470055,-0.663970801179461,0.0971651979997962,0.495417559828789,0.912511109512893,1.69796120137959,1.00351601337462,613,1,0.796601699150425
"beta.fF[2]",1.67131559153793,0.624677285812798,0.510375817383409,1.24490842801039,1.64092599714831,2.05918282216569,3.0253830428307,1.04198581514183,79,0,0.997501249375312
"beta.fU[1]",0.112904570719167,1.82247076760025,-3.67505147978084,-0.92204654445042,0.208570559585471,1.21347290059593,3.69054907307888,1.06405920088806,2001,1,0.55472263868066
"beta.fU[2]",0.476048529462853,1.28990542468431,-1.96392898732216,-0.397090056021698,0.407182685166027,1.31290109277487,3.10921581889821,1.04824104521516,55,1,0.638680659670165
"beta.dV[1]",-0.543980013403757,0.681742526482812,-1.92070427438578,-0.983851302982678,-0.524772583800659,-0.0939300848666649,0.699847847143189,1.13771332767026,19,1,0.788605697151424
"beta.dV[2]",-1.10068277947201,0.631415329343155,-2.3853988239485,-1.50576584976448,-1.08817741916151,-0.687325165817407,0.107370284849079,1.01661842623584,121,1,0.96151924037981
"beta.dF[1]",-1.06730059884788,1.01668320629731,-3.12165263082243,-1.7079616268871,-1.05895509821978,-0.38011535734328,0.8425277099438,1.12661268718787,20,1,0.858570714642679
"beta.dF[2]",-0.82033028167281,0.684460168493918,-2.24350571130876,-1.26505389220911,-0.797254895446411,-0.333500065988297,0.389350992924964,1.01800206224572,119,1,0.885057471264368
"beta.dU[1]",-2.04166505589943,3.42277921222628,-8.31342810069481,-4.87188397248136,-2.48276656224858,1.2174781267271,3.41873943256681,3.14325514969367,4,1,0.629185407296352
"beta.dU[2]",-1.61633353047499,1.00830216152042,-3.65911985893798,-2.30965769419076,-1.5777812406316,-0.890574036390101,0.165179833627308,1.12390956563704,22,1,0.954522738630685
"sV0[1]",0.891399865739296,0.120202065382464,0.598128108469646,0.821638102509165,0.937373798475002,0.993523299263232,0.99971467837414,1.86747634830059,6,0,1
"sV0[2]",0.923152675443703,0.0682493471232869,0.743310342257933,0.888945130938387,0.940454478952317,0.974742193816232,0.998503017368781,1.13716115031507,31,0,1
"sV1[1]",0.959093773591823,0.0920096773093812,0.692583326480125,0.97373682862947,0.999364973405682,0.999973556723012,0.999999748163793,1.2078126841871,20,0,1
"sV1[2]",0.977249370994404,0.0915178045513863,0.79326144620744,0.993028021164368,0.999544015188436,0.99997038255936,0.999999154412779,1.16736765517093,153,0,1
"sF0[1]",0.971373694738097,0.0352601067149632,0.86611962481422,0.96062520634759,0.985149359737742,0.99475709748741,0.999522713651921,1.39752667265956,11,0,1
"sF0[2]",0.927967500447793,0.0566144084278187,0.802542853881315,0.887916934210426,0.938162248384999,0.978054560501099,0.998668613446228,1.00447034985267,966,0,1
"sF1[1]",0.958571615700882,0.142933285207596,0.441876958368282,0.992873689407508,0.999764029433569,0.999987867607961,0.999999688668636,1.01003225780168,1628,0,1
"sF1[2]",0.956925736140193,0.133360558041438,0.531668375399672,0.988763447870262,0.999401878404598,0.999964533137425,0.999998722149199,1.01040857762799,1828,0,1
"sU0[1]",0.895860977733396,0.11262103363965,0.64424473147473,0.81383985646451,0.939795736002661,0.997325465631669,0.999961468303657,1.85458675597372,5,0,1
"sU0[2]",0.88863636965971,0.105822119116128,0.606190577155628,0.833295977799718,0.913683953801113,0.973424111467645,0.997347697044444,1.74056876959176,6,0,1
"sU1[1]",0.628988632403364,0.364740911090332,0.0572969677726958,0.267755789418215,0.702535758600868,0.998211402332799,0.999982835101321,2.04635647344968,5,0,1
"sU1[2]",0.837943661025187,0.197882664092293,0.297253714665168,0.756735294991792,0.921058539721921,0.984692756191804,0.999629356375832,1.09042230023547,45,0,1
"fV0[1]",0.354683761023856,0.0608864904924568,0.24465343018711,0.315973617128536,0.352705752372689,0.391297580551802,0.481608602452021,1.01017212652261,299,0,1
"fV0[2]",0.300742015623446,0.07433941179436,0.163429548624339,0.248903053684664,0.29657266452848,0.346874303379759,0.456075814769477,1.00350536690106,552,0,1
"fV1[1]",0.162379082254318,0.0537785655182267,0.0698711743496753,0.126102634752234,0.156731680792698,0.194102178367165,0.281020677036222,1.00223133502156,1345,0,1
"fV1[2]",0.600068555511992,0.0858630721936911,0.423296687119364,0.543610242888057,0.60205269002902,0.659047046027489,0.763799634860614,1.01019338054551,377,0,1
"fF0[1]",0.667294938999594,0.0648903833335367,0.536332274558119,0.625178283593223,0.667487817305938,0.710896271116281,0.790421406201666,1.01063506738199,184,0,1
"fF0[2]",0.617229768509093,0.0868025264746218,0.442111190607038,0.559326965693355,0.616555730700281,0.677564864806712,0.78521474927716,1.01059172199724,318,0,1
"fF1[1]",0.756869217437657,0.0971385462172115,0.536513655106291,0.695787425251365,0.766768568655476,0.828371627801546,0.913547105848329,0.999885101160658,2001,0,1
"fF1[2]",0.8884511508986,0.0462136823541067,0.78003612167669,0.860071168296385,0.893284667501924,0.922661546557407,0.963281172890916,1.02876913081197,103,0,1
"fU0[1]",0.212491964799849,0.119247193638184,0.0490054767283547,0.133968673774092,0.191732065748831,0.263356254447134,0.530002939998057,1.05218911429811,351,0,1
"fU0[2]",0.169852194871597,0.111726615563425,0.0228269469488445,0.0835122027171275,0.15025476380093,0.233842144417597,0.425728792421234,1.01434628690125,149,0,1
"fU1[1]",0.279719607399247,0.229119246571855,0.00877487011750706,0.0965706422911509,0.220131664616451,0.410329442255175,0.867307272324043,1.03965034427884,232,0,1
"fU1[2]",0.239057183433292,0.150965399422505,0.0382229259223376,0.122930945137353,0.208985502307255,0.324031331174063,0.613650150395665,1.04807308771783,56,0,1
"dV0[1]",0.328083877776455,0.0953649867099507,0.157791600909138,0.255732394948463,0.331246879769134,0.39354768478156,0.509316450144248,1.59568891932461,7,0,1
"dV0[2]",0.262970128839636,0.0731804713920831,0.123401376627291,0.214565562616278,0.260914080805713,0.310860517460915,0.41342100582456,1.02289819277741,118,0,1
"dV1[1]",0.231329176423429,0.0901202254928942,0.050109740165421,0.171637036384168,0.237416291694642,0.290588032433369,0.406481588308722,1.08338794152393,33,0,1
"dV1[2]",0.110796293987102,0.0451523281499895,0.0392923588635267,0.0782016274652344,0.103716717628194,0.137765917705233,0.214251264750799,1.0033322692683,819,0,1
"dF0[1]",0.170208615537023,0.0609384750421914,0.0663226876348366,0.128119918257781,0.165131394708911,0.207914056790045,0.30188269240742,1.23731210714803,13,0,1
"dF0[2]",0.152550874115122,0.0642144606930326,0.0536919176743552,0.104037387731839,0.142809831177286,0.195975265835897,0.294626137207141,1.00779229998618,371,0,1
"dF1[1]",0.081160726762456,0.0639616426116702,0.0105757134602161,0.0374331558290766,0.0641279588237624,0.106930270921241,0.245666895314085,1.01933556932602,111,0,1
"dF1[2]",0.0749162161704246,0.0341687195400577,0.0200204591941948,0.0503436732961559,0.0713046649771759,0.0940312124950356,0.156620560108203,1.02673309336612,112,0,1
"dU0[1]",0.714141604225205,0.230948549489843,0.253363211098215,0.526920314767028,0.789563042402419,0.923778134032575,0.968578447191148,1.76552181471149,6,0,1
"dU0[2]",0.770559111446621,0.129416487797519,0.503207505264783,0.681222046911717,0.779755513942168,0.880928830114888,0.959209987091132,1.07391291868619,48,0,1
"dU1[1]",0.413987352623326,0.453845760765958,0.000943387369032089,0.0133625818152527,0.095339251100644,0.979177900067441,0.995772329643804,3.88861418326805,3,0,1
"dU1[2]",0.45167081266201,0.156602504720925,0.157762061113774,0.339643046509446,0.450682809941982,0.562461578263896,0.750314720257911,1.03826310769663,60,0,1
"beta1.sV[1]",3.2880890571731,2.97989607207175,-0.203871651204837,0.41743141059544,2.84790767463344,5.34748725402455,9.52215295485308,1.23250989927567,14,1,0.883058470764618
"beta1.sV[2]",4.56963621633677,3.15339059691721,-0.19530218976843,1.78965257245423,4.59459521412769,7.38773035126226,9.76310406128821,1.02792792377466,87,1,0.916541729135432
"beta1.sF[1]",4.98493712537121,2.8659725660358,-0.0268283894288985,2.64244034355112,5.03294954400095,7.40314089760331,9.7252932510701,1.00087471610582,1349,1,0.974012993503248
"beta1.sF[2]",5.09340990502369,2.83604954308099,0.10197948726127,2.79768196575908,5.11467281373161,7.59647250994239,9.71145241568162,1.0002600881382,2001,0,0.982008995502249
"beta1.sU[1]",0.0195690339889525,0.224504335417778,-0.424544332560996,-0.133648413597239,0.0369687230505129,0.177800236793598,0.446844756324047,1.78070591185508,6,1,0.548725637181409
"beta1.sU[2]",0.0140520519271483,0.19377932925339,-0.419471531446815,-0.0973312171232304,0.00980286414324807,0.141915295878483,0.387409832315118,1.14076424681797,22,1,0.52223888055972
"beta1.fV[1]",0.0698447057315249,0.043990949288848,-0.0153297911882919,0.0398334193729729,0.0693843441539308,0.097771216027723,0.163634769571393,1.00415140680813,1329,1,0.948025987006497
"beta1.fV[2]",-0.0181419489840731,0.0351958466486117,-0.0891953202925853,-0.0406665110436907,-0.018212070634906,0.0053034103737413,0.0478734764628998,1.00894855248553,489,1,0.696151924037981
"beta1.fF[1]",-0.0570340901081651,0.0576075410627921,-0.17137934644233,-0.0951255146730352,-0.0561996613755248,-0.019448226656478,0.0571436199283197,1.00013193917475,2001,1,0.84607696151924
"beta1.fF[2]",-0.00509155815529517,0.0433525295980816,-0.0983300220251229,-0.0317489995664278,-0.0034085646792613,0.0239826190813308,0.0759388644259356,1.05002487195118,62,1,0.530734632683658
"beta1.fU[1]",-0.261277770752168,0.295404990300706,-1.00252356342367,-0.364257887424719,-0.216820857284157,-0.0823210572238093,0.134348882265418,1.19403934209079,32,1,0.872063968015992
"beta1.fU[2]",0.0552563526283595,0.0750439324858645,-0.0945594832964065,0.00422496333126168,0.0549229474133903,0.10404149244242,0.20186518194737,1.03459789367423,70,1,0.767616191904048
"beta1.dV[1]",0.0404434047569339,0.0511281842796871,-0.0577471775054174,0.00960458390951668,0.0382851888589686,0.0699663392101494,0.150930756317785,1.01873330785583,360,1,0.806096951524238
"beta1.dV[2]",0.0325643759472784,0.0424314138207611,-0.0474816700731954,0.0060899096637614,0.0325806332630448,0.0577017085251954,0.116264696509003,1.00979545222902,482,1,0.791104447776112
"beta1.dF[1]",0.0557151104383867,0.0872828735921325,-0.114303537396805,0.000625226660473502,0.0540510011198295,0.115310715458152,0.224587365618786,1.0196694701691,115,1,0.751124437781109
"beta1.dF[2]",0.0509711038794845,0.0451830903639771,-0.0294518248450262,0.0214295051643838,0.0465190117752155,0.0760520460331447,0.151425004738042,1.02174295147109,115,1,0.888055972013993
"beta1.dU[1]",0.232283296477316,0.241244405144587,-0.151257880532976,0.00794313478610318,0.253518491548543,0.428890366597521,0.654559519977776,2.55370626738042,4,1,0.760619690154923
"beta1.dU[2]",0.0530424193280453,0.0661071754304816,-0.0792393902983951,0.00873210776513399,0.0526352250282938,0.0973829937464794,0.185006015924774,1.10990481766357,23,1,0.793103448275862
"mu.sV[1]",3.37280095509187,2.25361413982185,0.397671599171879,1.52748541527648,2.70589838857428,5.03304627827114,8.1616081398578,2.37620449062096,4,0,1
"mu.sV[2]",3.03662823566175,1.36957435564493,1.06324584782346,2.08001111858095,2.75962216700084,3.65303775569953,6.50280567177509,1.03522422360257,80,0,1
"mu.sF[1]",4.30972110379844,1.4864516822163,1.86707635516939,3.19445847254005,4.19475028430542,5.24562332463209,7.64691653646613,1.22710815313056,14,0,1
"mu.sF[2]",3.07529485726096,1.35449950772193,1.40226367493387,2.06963794082339,2.71940886122341,3.79700610608152,6.62020208452707,1.01685184016755,377,0,1
"mu.sU[1]",3.78283675385924,2.79461260047744,0.593835625245168,1.47515632009062,2.7479193691987,5.92130186437423,10.1639908413047,3.42682973813582,4,0,0.997501249375312
"mu.sU[2]",2.69824652676816,1.45346774630514,0.43132732647122,1.60916897670142,2.35946921216704,3.60081550888693,5.92967115000538,1.71749613940675,6,0,0.992003998000999
"mu.fV[1]",-0.608745744150613,0.270193347138955,-1.12733403836016,-0.772337768326348,-0.607166832150639,-0.441861164177076,-0.0735987945948795,1.00890318539366,308,0,0.986506746626687
"mu.fV[2]",-0.869238719181329,0.362882156638211,-1.63292873627783,-1.10447125504774,-0.863672318493477,-0.632807125524079,-0.176150815604591,1.0038361690948,545,0,0.991504247876062
"mu.fF[1]",0.711167197542143,0.301250467964758,0.145585697486814,0.511586372802599,0.696844639774709,0.899740980433865,1.32746741040531,1.01172896728673,178,0,0.993003498250875
"mu.fF[2]",0.495044036888067,0.38217375014657,-0.232598263303754,0.238431032301581,0.474954428064505,0.742603304760424,1.29631855121477,1.01084681560139,304,1,0.910544727636182
"mu.fU[1]",-1.43998124247599,0.743511713062535,-2.96557624178236,-1.86631508656388,-1.43879469881732,-1.02859669551619,0.120156114327404,1.0503907930366,1131,1,0.970014992503748
"mu.fU[2]",-1.83214475305072,0.920591869536656,-3.75672204152226,-2.39555599121103,-1.73260430369745,-1.1867419350842,-0.2992992657829,1.0164585638664,141,0,0.989005497251374
"mu.dV[1]",-0.753155391742125,0.458960374343655,-1.67475230765918,-1.06826908886508,-0.702551006273925,-0.432423860742021,0.0372701141842553,1.54535210690778,7,1,0.965017491254373
"mu.dV[2]",-1.06844907019582,0.403287983462331,-1.96060695034497,-1.29762164323051,-1.04122301751132,-0.796099377862446,-0.349840888145634,1.02912220232518,113,0,0.997001499250375
"mu.dF[1]",-1.64886718092215,0.452755935844232,-2.64459885330059,-1.91768520678648,-1.62053286496983,-1.33754509427515,-0.838348644917864,1.22286928142319,13,0,0.999500249875062
"mu.dF[2]",-1.80623172416671,0.524020590322524,-2.86930570312399,-2.15314835276585,-1.79214590127638,-1.41164157603898,-0.873020742990895,1.00610269972194,483,0,1
"mu.dU[1]",1.27521855998537,1.36868556022126,-1.08075476431303,0.107785489707193,1.3222935621367,2.49482355164419,3.42833542557626,1.94313447666721,5,1,0.765617191404298
"mu.dU[2]",1.39852475696496,0.859869340824469,0.0128301970586918,0.75939352448861,1.26424219730782,2.00125545899993,3.1576727457548,1.08180266750411,45,0,0.977511244377811
"sigma.sV2[1]",4.57875371778059,7.54857394506451,0.0827417086970674,0.839630785031442,1.95964245760203,5.20891312530881,23.5702377716581,1.12284612895164,44,0,1
"sigma.sV2[2]",11.4064739529996,17.6081252498094,0.00296805884695232,1.01963429268483,4.72271685733184,13.3941150133201,72.6034178113691,1.4234598156602,12,0,1
"sigma.sF2[1]",7.93512436619108,13.4788721956805,0.000431692775439661,0.571416639767035,2.93352352647287,8.82574007228886,47.4683624300623,1.0525523603168,47,0,1
"sigma.sF2[2]",6.75875215780717,17.8291577382288,0.0109341134537253,0.149309666254752,0.694929246139994,3.59142796447564,80.0278118846753,1.13662126933221,44,0,1
"sigma.sU2[1]",5.14426416012451,9.50307757087131,0.00891608760593969,0.226722441049967,0.991030085723869,5.52077984021167,31.6056598100267,1.86404130968083,6,0,1
"sigma.sU2[2]",5.78078040069197,5.79523560866955,0.227759573750697,1.77316949045309,4.1699783601493,7.84782792367303,21.5804279346315,1.14568650971056,20,0,1
"sigma.fV2[1]",0.218938531770013,0.267433248719277,0.000720086323253171,0.0420592542591322,0.13322542508621,0.293771195838132,0.961944537261539,1.02256289441082,185,0,1
"sigma.fV2[2]",0.299930738017126,0.279823440084846,0.0100342922843077,0.0947860931290783,0.21489710045982,0.433001067835727,1.01052650302455,1.03667109378914,92,0,1
"sigma.fF2[1]",0.34599411345262,0.336038481490799,0.0174484970250871,0.11538154765635,0.243653434344312,0.460948565505232,1.30673658337983,1.01154125503793,294,0,1
"sigma.fF2[2]",0.287900144338902,0.286855230188044,0.000649267090862863,0.0863461476384383,0.20660322344095,0.389008441909404,1.08629403776146,1.06606683621821,39,0,1
"sigma.fU2[1]",3.61021563313669,8.27450194467447,0.0100395949046458,0.258796400474723,1.0418482961276,3.0802980574468,26.3384673172798,1.44180840277748,13,0,1
"sigma.fU2[2]",0.429565335715814,0.64519098466404,0.000417586140006945,0.0390745144312084,0.19455695326103,0.565265710868077,2.0882384011327,1.08430012575654,43,0,1
"sigma.dV2[1]",0.442543770997357,0.366863490048705,0.0182707533032876,0.187196771390438,0.363049821775113,0.595281164073088,1.33120263586235,1.0672437788319,38,0,1
"sigma.dV2[2]",0.236611779486313,0.328047805853352,1.39607029017494e-05,0.0149715549453051,0.125457021328667,0.317672537657424,1.15853861400531,1.11764592600954,44,0,1
"sigma.dF2[1]",0.635852743439187,0.944355077551527,0.00294789547828662,0.1301474268636,0.386267923107885,0.817926656898193,2.59567813321781,1.12784478040921,214,0,1
"sigma.dF2[2]",0.242045278112636,0.269759573098327,0.0011552151701795,0.0652634582483917,0.14843351519949,0.327028235992701,1.03072106861933,1.05537826828891,48,0,1
"sigma.dU2[1]",3.28455517093035,2.28182723596451,0.807167845250742,1.67334640224475,2.61498784271603,4.15169184159462,9.33246936650274,1.13833880887427,23,0,1
"sigma.dU2[2]",0.677396569590313,0.728339361042044,0.00465323924625192,0.198033434425066,0.460555933950924,0.896305423093132,2.52457319827635,1.0158964095458,845,0,1
"deviance",2128.33378394778,102.412494980589,1966.20438928845,2043.20656114667,2103.64680649178,2225.27876352929,2302.6563907164,2.54750665001227,4,0,1
