mean.sV[1],mean.sV[2],mean.sF[1],mean.sF[2],mean.fV[1],mean.fV[2],mean.fF[1],mean.fF[2],mean.pV[1],mean.pV[2],mean.pF[1],mean.pF[2],beta.sV[1],beta.sV[2],beta.sF[1],beta.sF[2],beta.fV[1],beta.fV[2],beta.fF[1],beta.fF[2],beta.pV[1],beta.pV[2],beta.pF[1],beta.pF[2],sV0[1],sV0[2],sV1[1],sV1[2],sF0[1],sF0[2],sF1[1],sF1[2],fV0[1],fV0[2],fV1[1],fV1[2],fF0[1],fF0[2],fF1[1],fF1[2],pV0[1],pV0[2],pV1[1],pV1[2],pF0[1],pF0[2],pF1[1],pF1[2],beta1.sV[1],beta1.sV[2],beta1.sF[1],beta1.sF[2],beta1.fV[1],beta1.fV[2],beta1.fF[1],beta1.fF[2],beta1.pV[1],beta1.pV[2],beta1.pF[1],beta1.pF[2],mu.sV[1],mu.sV[2],mu.sF[1],mu.sF[2],mu.fV[1],mu.fV[2],mu.fF[1],mu.fF[2],mu.pV[1],mu.pV[2],mu.pF[1],mu.pF[2],sigma.sV2[1],sigma.sV2[2],sigma.sF2[1],sigma.sF2[2],sigma.fV2[1],sigma.fV2[2],sigma.fF2[1],sigma.fF2[2],sigma.pV2[1],sigma.pV2[2],sigma.pF2[1],sigma.pF2[2],deviance
0.756003655,0.689872701,0.851647042,0.838992754,0.145978468,0.148615895,0.473479186,0.45343215,0.685878085,0.713639306,0.891594565,0.851766309,-0.415596584,-0.228875951,-0.186954274,-0.029183813,0.80544057,0.672225786,1.180303135,0.982228616,4.538688542,-0.205216298,-2.115997644,-0.74476021,0.756003655,0.689872701,0.671570408,0.63891275,0.851647042,0.838992754,0.826442819,0.835011385,0.145978468,0.148615895,0.276666675,0.254781242,0.473479186,0.45343215,0.745379679,0.688993025,0.685878085,0.713639306,0.995129165,0.669939,0.891594565,0.851766309,0.497783923,0.731797584,0.011966902,0.03942332,0.015306648,0.030867924,0.015154265,-0.013328429,-0.085763731,-0.072148129,1.802128334,0.033259072,0.0172097,0.09183898,1.130892963,0.799524235,1.747577883,1.6507527,-1.766497273,-1.745498292,-0.106182911,-0.18681281,0.780918718,0.913125476,2.107133277,1.748522182,0.000289721,0.032069837,0.003505007,0.235187188,0.232793848,0.010074249,0.078096912,0.269023286,0.022479702,0.104180182,0.000278493,0.477180134,5271.350933
0.780809363,0.736489017,0.830313969,0.849050882,0.159284131,0.119273475,0.46827297,0.416837585,0.714343799,0.686218537,0.855935182,0.894860983,-0.640159262,-0.249793717,-0.297670585,-0.254579046,0.725587322,0.649444247,0.880159744,0.961788304,7.169848197,0.003746565,-1.960253057,-0.438793709,0.780809363,0.736489017,0.652541595,0.685250107,0.830313969,0.849050882,0.784178242,0.813451835,0.159284131,0.119273475,0.281309193,0.205889345,0.46827297,0.416837585,0.679849637,0.651586288,0.714343799,0.686218537,0.999692406,0.687024694,0.855935182,0.894860983,0.455537327,0.84587286,0.024901574,0.052368935,0.022843997,-0.005371778,0.054412014,0.000917234,-0.060476716,-0.064740381,1.974849509,0.044751602,0.033323791,0.039537354,1.270389185,1.027799274,1.587854054,1.727176303,-1.663564161,-1.9993282,-0.12707886,-0.335769072,0.916575363,0.782499377,1.78193133,2.141384929,0.000183458,0.008604865,0.012069792,0.153472942,0.200047326,0.015798598,0.038818544,0.458997246,0.04824037,0.117643181,0.000323432,0.349365971,5246.342738
0.75752477,0.735886378,0.854103679,0.905286517,0.191795127,0.153295172,0.501920231,0.416857404,0.653533345,0.672953871,0.861176834,0.916837122,-0.158688487,-0.236616844,-0.427215455,-1.096184549,0.676814723,0.457833875,0.811472199,0.476834038,6.739433128,-0.212487502,-1.917050692,-1.235856173,0.75752477,0.735886378,0.727201106,0.68741881,0.854103679,0.905286517,0.792480222,0.761552613,0.191795127,0.153295172,0.318304826,0.222500617,0.501920231,0.416857404,0.69405655,0.535228158,0.653533345,0.672953871,0.999373065,0.624592668,0.861176834,0.916837122,0.477028244,0.762108201,-0.017739713,0.038339999,0.011695609,0.022700735,-0.001320045,-0.005391851,-0.069589899,-0.053975755,1.726779006,0.075187258,0.013059165,5.13E-05,1.139156677,1.02469633,1.767156355,2.257395121,-1.438387827,-1.708986848,0.007680962,-0.335687539,0.634606977,0.721575555,1.825098933,2.40012877,0.000139855,0.028012691,0.013695475,0.050429577,0.206677073,0.035206074,0.08460287,0.221256806,0.042021218,0.083084269,0.000217787,0.332844937,5299.271349
0.741732152,0.755792924,0.827977359,0.879549036,0.221043563,0.144169176,0.411014474,0.419492247,0.689911333,0.665486697,0.850138759,0.937828646,-0.39049304,-0.048188686,-0.43539781,-0.351829613,0.912672643,0.40758652,1.371789263,0.297619774,4.880388977,-0.436926588,-1.890510207,-0.717416991,0.741732152,0.755792924,0.660270063,0.746789502,0.827977359,0.879549036,0.756937467,0.837035892,0.221043563,0.144169176,0.414128862,0.202055157,0.411014474,0.419492247,0.733414515,0.493190837,0.689911333,0.665486697,0.996598372,0.562401802,0.850138759,0.937828646,0.46137202,0.880403412,0.02616184,0.007126685,0.050312208,-0.017686094,-0.013953369,0.004478779,-0.094677527,0.021772027,1.809267546,0.124524181,0.033756937,-0.033405149,1.054990978,1.12975089,1.571359706,1.988166581,-1.259595321,-1.781085282,-0.359773178,-0.324858111,0.799704807,0.687842001,1.73568978,2.713672903,0.000189895,0.023941525,0.019699028,0.039998539,0.094278538,0.026173249,0.167869679,0.219379157,0.071301312,0.028401459,0.00011861,0.224512038,5305.672935
0.726285836,0.76712652,0.808269584,0.845854344,0.198669301,0.13857356,0.412441294,0.429295883,0.677533758,0.687271229,0.887218915,0.94382755,-0.177850047,0.131640642,0.424138065,-0.583955953,0.949660342,0.34076139,1.287974494,-0.181223449,4.237592066,-0.217287668,-2.313740731,-1.582874002,0.726285836,0.76712652,0.689548477,0.789812748,0.808269584,0.845854344,0.865639657,0.753709122,0.198669301,0.13857356,0.390556944,0.184458626,0.412441294,0.429295883,0.717904767,0.385575756,0.677533758,0.687271229,0.993173227,0.638787421,0.887218915,0.94382755,0.437553357,0.77532773,0.006723476,-0.03327855,-0.009038563,0.037446904,0.011186378,0.021244035,-0.090824856,0.049641146,2.003407861,0.109185403,0.052528137,-0.027439932,0.975859284,1.19215644,1.438805343,1.702449198,-1.394632078,-1.827188359,-0.353882289,-0.284724507,0.742460922,0.787392746,2.062643116,2.821517054,9.55E-05,0.06920775,0.052499538,0.039433821,0.167757982,0.030839687,0.248429754,0.14882064,0.099684106,0.012254171,0.000193788,0.260007694,5223.428394
0.71188578,0.731957123,0.82920999,0.88058405,0.139543548,0.143563551,0.475370624,0.401683343,0.684729054,0.625004824,0.893056349,0.963783119,-0.355161641,-0.072658972,0.521733375,-0.628821079,0.975544433,0.432146778,0.986165753,0.107757695,3.235259504,0.096440014,-2.730064113,-1.571313545,0.71188578,0.731957123,0.633996106,0.717463841,0.82920999,0.88058405,0.89107529,0.797243035,0.139543548,0.143563551,0.300789354,0.205240754,0.475370624,0.401683343,0.708388132,0.427832903,0.684729054,0.625004824,0.982204437,0.647321504,0.893056349,0.963783119,0.35258027,0.846839839,0.034758599,-0.00131362,-0.046704392,0.031936344,0.01376609,0.043203699,-0.075083527,0.039122352,1.98961378,0.092408509,0.065927595,-0.036242914,0.90456048,1.004574982,1.580038635,1.997972604,-1.819086284,-1.786002313,-0.098597301,-0.398456067,0.775590803,0.510846205,2.122347609,3.281340951,0.000112334,0.112556266,0.02678964,0.032131443,0.120420146,0.050644143,0.032452287,0.207374911,0.105617104,0.004104293,0.000432429,0.369948944,5357.596865
0.705223397,0.758870069,0.81037148,0.836260941,0.196976793,0.157382939,0.488043418,0.391036076,0.628345047,0.640757543,0.822468529,0.958664436,-0.136766872,-0.380991071,0.432076222,-1.028824984,0.734687368,0.328639436,0.978958406,0.042241521,3.254936923,-0.322687556,-1.382156292,-1.543982607,0.705223397,0.758870069,0.67601761,0.682547427,0.81037148,0.836260941,0.868127378,0.646077534,0.196976793,0.157382939,0.338360192,0.206002629,0.488043418,0.391036076,0.717303054,0.401139921,0.628345047,0.640757543,0.977687881,0.563644401,0.822468529,0.958664436,0.537679935,0.831995358,0.005295832,0.03580032,-0.035725134,0.101313672,0.029658389,0.014453523,-0.064931864,0.021047783,1.953039911,0.102772211,0.009281961,-0.032956668,0.872296834,1.146494654,1.452425761,1.630666635,-1.405297693,-1.677830657,-0.047835447,-0.442959206,0.525123577,0.57865361,1.533162327,3.143817861,2.81E-05,0.079617516,0.007481196,0.024722049,0.066285742,0.056498984,0.032657698,0.119355264,0.068412375,0.001296377,0.001094366,0.520868735,5295.241626
0.74372605,0.772838483,0.831444002,0.843787736,0.20490302,0.161617035,0.481686369,0.389409464,0.702657313,0.615866764,0.754460185,0.938341724,-0.509399019,-0.355666481,-0.075479264,-0.776883498,0.602250921,0.436368165,1.233403892,0.670447234,1.997804017,-0.229054881,-1.003778825,-1.701593846,0.74372605,0.772838483,0.635532709,0.70448393,0.831444002,0.843787736,0.820599828,0.712959586,0.20490302,0.161617035,0.320020764,0.229722766,0.481686369,0.389409464,0.761353898,0.554940285,0.702657313,0.615866764,0.945719862,0.560449446,0.754460185,0.938341724,0.529656292,0.73515038,0.026198839,0.031321904,-0.029384543,0.059734787,0.034805808,0.042860438,-0.072393325,-0.037587847,1.879308584,0.099519162,0.000564094,0.008118128,1.065425766,1.224408784,1.595895927,1.686685214,-1.355927302,-1.646245442,-0.073287308,-0.449795184,0.859984009,0.472041188,1.122543394,2.722506727,2.25E-05,0.059729878,0.004049053,0.012251047,0.087753866,0.071156265,0.035553923,0.076911871,0.038098615,0.00160971,0.001176551,0.143254578,5327.969222
0.749511007,0.72930174,0.849406274,0.825955507,0.223537261,0.163355363,0.452502687,0.431544163,0.713364794,0.653011322,0.779767042,0.964266039,-0.720182949,-0.356034164,-0.430489748,-0.174327532,0.125256405,0.268395402,0.931759886,0.60966253,3.087544582,-0.130643045,-1.225631812,-2.559503967,0.749511007,0.72930174,0.592865286,0.653633339,0.849406274,0.825955507,0.785744458,0.799456734,0.223537261,0.163355363,0.246027211,0.203416551,0.452502687,0.431544163,0.677257341,0.582758763,0.713364794,0.653011322,0.982001902,0.622849187,0.779767042,0.964266039,0.509668173,0.676068373,0.04739789,0.039694827,0.013572156,0.066241006,0.036470179,0.018372601,-0.080546351,-0.030007689,2.165716525,0.088639612,0.042188227,0.018932387,1.096006024,0.991082789,1.729951949,1.557229931,-1.245170538,-1.633471447,-0.190563851,-0.275553775,0.911782572,0.632302316,1.264309326,3.295265714,3.18E-05,0.051436231,0.013306228,0.005262908,0.140948305,0.055892322,0.029044468,0.081933171,0.016104505,0.003332655,0.002052491,0.139232345,5287.220217
0.728276005,0.732773874,0.888511672,0.832647495,0.182072853,0.168135216,0.407983052,0.373676744,0.71504599,0.643114579,0.752865823,0.975250557,-0.326051436,-0.254535408,-0.601627045,-0.794761836,0.597445278,0.490338735,1.09957436,1.132890862,5.037318868,0.205644011,-1.119404887,-2.16781186,0.728276005,0.732773874,0.65922486,0.680094591,0.888511672,0.832647495,0.813664732,0.692055406,0.182072853,0.168135216,0.288040262,0.24813895,0.407983052,0.373676744,0.67420475,0.649402836,0.71504599,0.643114579,0.997419885,0.688807925,0.752865823,0.975250557,0.498637684,0.818479474,0.038639103,0.014661729,-0.006253695,0.080645817,0.029989797,-0.002986715,-0.071044837,-0.070723526,1.980539083,0.067067767,0.057718884,-0.03189457,0.985893279,1.008741946,2.075627881,1.604507979,-1.502366371,-1.598901398,-0.37230963,-0.516475519,0.920019062,0.588908123,1.113955608,3.673891437,7.38E-06,0.081163053,0.036076203,0.007367169,0.1737579,0.031171002,0.036071521,0.081176402,0.013513528,0.003705723,0.003609693,0.240721511,5318.656758
0.704117947,0.751445034,0.902383155,0.836161167,0.179042756,0.171590872,0.413245824,0.385116903,0.748983145,0.677345533,0.736794769,0.980890746,-0.246698663,-0.069442721,-0.552719566,-0.208734404,0.662635987,0.416700495,1.13568517,0.718534319,3.914665366,0.156642896,-1.161675837,-2.194194262,0.704117947,0.751445034,0.650283663,0.738249741,0.902383155,0.836161167,0.841745015,0.805527058,0.179042756,0.171590872,0.297295388,0.239086611,0.413245824,0.385116903,0.686782939,0.562336257,0.748983145,0.677345533,0.993359212,0.71058819,0.736794769,0.980890746,0.466973029,0.851206343,0.023351573,-0.002292307,0.018150373,0.004505363,0.005603531,-0.000373429,-0.077963801,-0.061021516,1.800216731,0.071126897,0.048233528,0.006957287,0.866984975,1.106334054,2.22398914,1.629938162,-1.522846394,-1.574394159,-0.35056332,-0.467885231,1.093196393,0.741599544,1.029375312,3.938288341,7.63E-06,0.048175975,0.037795252,0.00691254,0.255002005,0.040086121,0.017072246,0.07835225,0.005532623,0.004316269,0.001283956,0.551184027,5141.998328
0.712044212,0.721761072,0.901956832,0.871650742,0.24311343,0.118333284,0.41835612,0.358924997,0.727498989,0.590576042,0.734241053,0.978720669,-0.093984153,0.171616267,-0.878253021,-0.656862609,0.476310057,0.680645778,1.513159071,0.526330776,6.676538176,0.508093207,-1.343264766,-1.799059953,0.712044212,0.721761072,0.692396872,0.754883575,0.901956832,0.871650742,0.792638854,0.778814484,0.24311343,0.118333284,0.340879974,0.209546154,0.41835612,0.358924997,0.765600529,0.486577666,0.727498989,0.590576042,0.999528212,0.705668816,0.734241053,0.978720669,0.418966594,0.883854638,0.008086964,-0.02192409,0.020067306,0.013744721,-0.012517255,0.023593464,-0.087030393,-0.003615978,1.835951824,0.028997346,0.068821717,-0.030318263,0.905333051,0.953213963,2.219158784,1.91563369,-1.135685275,-2.008309025,-0.329525339,-0.580033015,0.981970287,0.366347214,1.016247703,3.82851004,7.37E-06,0.018501746,0.041448725,0.005846609,0.217157632,0.035312104,0.009286703,0.039190822,0.004242747,0.000822443,0.002040276,1.488809584,5317.946225
0.731760172,0.719815076,0.898307418,0.839553153,0.213826128,0.148626317,0.445833972,0.391716462,0.720699138,0.5989071,0.768339663,0.990332434,0.170159837,0.231962147,-0.86425302,-0.315704516,0.937735198,0.533221962,1.200388693,0.231003412,8.263436215,0.020352415,-1.671552599,-1.396839019,0.731760172,0.719815076,0.763818786,0.764138928,0.898307418,0.839553153,0.788232641,0.792358771,0.213826128,0.148626317,0.409923996,0.229313084,0.445833972,0.391716462,0.727677511,0.447914776,0.720699138,0.5989071,0.999900113,0.603786114,0.768339663,0.990332434,0.384002716,0.962036423,-0.034950074,-0.015213111,0.001569466,0.024014172,-0.010669498,0.004871407,-0.07208093,0.00883506,2.042797816,0.051754693,0.045220476,-0.114070208,1.003571368,0.943544513,2.178557989,1.65490707,-1.302014779,-1.745415927,-0.217517707,-0.440102854,0.947932206,0.400913421,1.198959668,4.629264118,3.27E-05,0.017641814,0.099784998,0.00244963,0.102656282,0.008791276,0.007719418,0.005636583,0.010576118,0.000642919,0.000758053,1.021866233,5281.024169
0.746551412,0.712985438,0.850588613,0.818106418,0.200710023,0.174849215,0.477484692,0.425365796,0.724890514,0.718801243,0.747879379,0.987975461,0.175629662,0.12278748,-0.288530619,-0.023392995,1.04369062,0.716787205,0.948529621,0.314788509,6.003948007,-0.568469567,-1.358998843,-1.639908193,0.746551412,0.712985438,0.778325228,0.737442018,0.850588613,0.818106418,0.810105294,0.814599408,0.200710023,0.174849215,0.416253591,0.302619494,0.477484692,0.425365796,0.702327816,0.503501026,0.724890514,0.718801243,0.999063851,0.591471925,0.747879379,0.987975461,0.432498443,0.940966376,-0.022240573,0.022285761,0.048648902,-0.024620054,-0.058725402,-0.055138055,-0.057974855,-0.015772504,2.059058903,0.089664457,0.051757086,-0.03488527,1.08030349,0.909928043,1.739225112,1.503570619,-1.381862608,-1.551642167,-0.090122179,-0.300784175,0.968851478,0.938523144,1.087334078,4.408708412,4.12E-05,0.007569501,0.086989644,0.002085171,0.103586478,0.042237624,0.006326883,0.005611711,0.009437268,0.002691486,0.001245552,1.880490208,5127.939502
0.725149881,0.696140975,0.834526602,0.84932328,0.161966784,0.149359382,0.514021099,0.41051047,0.750410786,0.684083066,0.775441135,0.992755055,0.071715484,0.220637297,-0.412208347,0.179291846,1.309708236,0.898562324,1.01418929,0.111982071,4.510212978,-0.845952993,-1.179685079,-2.274919463,0.725149881,0.696140975,0.739210263,0.740703003,0.834526602,0.84932328,0.769563092,0.870861235,0.161966784,0.149359382,0.417277839,0.301309046,0.514021099,0.41051047,0.744651757,0.437854646,0.750410786,0.684083066,0.996355981,0.48166998,0.775441135,0.992755055,0.514897869,0.933718272,-0.016314989,-0.005600159,0.028976084,-0.013803701,-0.013118742,-0.05382385,-0.07583226,-0.005646153,2.176742159,0.135237751,0.004313946,0.039165976,0.970152441,0.828988331,1.618054179,1.72930328,-1.643666461,-1.739634376,0.056099106,-0.361855526,1.100804348,0.772600039,1.239294198,4.920179951,4.13E-05,0.008537324,0.054535987,0.003750388,0.111404793,0.029582421,0.006343738,0.007991869,0.017992135,0.003353463,0.000522672,2.595122825,5252.694332
0.740503823,0.707979011,0.83258558,0.773642896,0.213907434,0.131088676,0.430600032,0.362726324,0.733764509,0.66914184,0.746708607,0.99468147,0.031086763,0.442767352,-0.572532219,0.654506734,1.476421359,0.46083543,1.096759882,0.567579911,5.476818752,-0.329783546,-1.02066763,-2.630938286,0.740503823,0.707979011,0.746432587,0.790568588,0.83258558,0.773642896,0.737212701,0.868013001,0.213907434,0.131088676,0.54361144,0.193015863,0.430600032,0.362726324,0.693674894,0.501007333,0.733764509,0.66914184,0.9984847,0.592551379,0.746708607,0.99468147,0.515112101,0.930880072,-0.005757855,-0.023981813,0.062066861,-0.040250008,-0.058902981,-0.01264228,-0.043675086,-0.021800264,2.086040533,0.081307665,0.001289437,0.143453115,1.048588826,0.885588768,1.604063719,1.228996534,-1.301531186,-1.891367065,-0.279403461,-0.563550573,1.013806924,0.70430629,1.081134449,5.231225662,0.000126238,0.014530484,0.0455911,0.004572408,0.072442679,0.065912679,0.014710136,0.006640789,0.014284081,0.002404811,0.0006127,2.853896878,5239.070068
0.721275681,0.708951047,0.836625255,0.776151629,0.188148323,0.164634114,0.463443186,0.406293105,0.757443348,0.637856832,0.711431564,0.98298915,-0.041057263,0.215417105,-0.105387081,0.159315663,1.433409659,0.518773082,0.996393352,0.249276634,7.209864633,-0.294375189,-0.75266846,-1.593173051,0.721275681,0.708951047,0.712947154,0.751328852,0.836625255,0.776151629,0.821705086,0.802611141,0.188148323,0.164634114,0.492831142,0.248734845,0.463443186,0.406293105,0.700547151,0.467537158,0.757443348,0.637856832,0.999763323,0.56750997,0.711431564,0.98298915,0.537349919,0.921548418,-0.014502116,0.038753315,0.001777678,-0.011102871,-0.041127951,-0.025323124,-0.063417683,-0.042741121,1.89917512,0.059327943,0.018720849,0.182510416,0.950798234,0.890295001,1.633329634,1.243378989,-1.462087055,-1.624144293,-0.146488653,-0.379310922,1.138713449,0.566074232,0.902346955,4.056746729,0.000285711,0.012124232,0.015221045,0.00512381,0.084641813,0.202009231,0.035320595,0.004353353,0.01989393,0.006288417,0.000962118,1.635764128,5209.003234
0.755973405,0.693377153,0.836799975,0.775807442,0.161490375,0.134929169,0.417660976,0.378505085,0.716700266,0.653135246,0.688443422,0.982782523,-0.211964991,0.230657916,0.003637084,0.648712841,1.358657338,0.445563239,1.197981792,0.152728675,8.594189988,-0.399862283,-0.857807979,-1.674356398,0.755973405,0.693377153,0.714790193,0.740124072,0.836799975,0.775807442,0.837296068,0.868768286,0.161490375,0.134929169,0.428365455,0.195840326,0.417660976,0.378505085,0.703829125,0.415039762,0.716700266,0.653135246,0.999926807,0.557984687,0.688443422,0.982782523,0.483766759,0.914519185,0.009572861,0.002943165,0.007905467,-0.029503554,-0.031729008,-0.001573594,-0.071043637,-0.019430001,1.958152624,0.061979603,0.026988639,0.247787188,1.13072898,0.815955601,1.634608471,1.241399034,-1.64718052,-1.858061422,-0.332382753,-0.495898222,0.928152245,0.632849277,0.792852186,4.044462875,0.000260366,0.007651623,0.007961811,0.00646018,0.098193027,0.202706623,0.056972157,0.005899427,0.050511344,0.005107019,0.001611102,1.114374876,5226.207454
0.749369077,0.709317903,0.83457793,0.818902996,0.244832327,0.163045739,0.52038724,0.374249577,0.745067229,0.641308153,0.672369085,0.993175611,-0.504665237,0.058252201,-0.24681198,0.550625176,1.182413071,-0.390571657,1.075370962,0.462772161,8.965146551,-0.344038493,-1.202984666,-1.579677147,0.749369077,0.709317903,0.64349935,0.721180692,0.83457793,0.818902996,0.797640784,0.886909844,0.244832327,0.163045739,0.514008048,0.116468066,0.52038724,0.374249577,0.760780832,0.487188667,0.745067229,0.641308153,0.999956278,0.55897617,0.672369085,0.993175611,0.381292705,0.967727263,0.068514988,-0.000720779,0.023382864,-0.048749781,-0.07396846,0.033093683,-0.104990712,-0.024212179,2.128270059,0.075539042,0.091482158,0.243844459,1.09525019,0.892073587,1.618425916,1.508932816,-1.126366211,-1.635738656,0.0815942,-0.514028713,1.072474589,0.581046426,0.718919706,4.98040462,0.000583767,0.003933713,0.020237737,0.00570971,0.110700897,0.090043154,0.064346587,0.018773867,0.014792327,0.005824994,0.00317222,2.018520645,5209.649433
0.750324846,0.735989662,0.815280877,0.804595658,0.213468339,0.15877687,0.480154879,0.369149309,0.754669249,0.67921542,0.636719366,0.983745168,-0.045413038,-0.116336806,-0.002468526,1.491124888,1.703064617,0.174311057,1.159208867,-0.109826885,8.918697354,-0.832102146,-0.570609907,-1.982331583,0.750324846,0.735989662,0.741720951,0.712773175,0.815280877,0.804595658,0.814908833,0.948161601,0.213468339,0.15877687,0.598428191,0.18346498,0.480154879,0.369149309,0.746453609,0.343960336,0.754669249,0.67921542,0.999956485,0.479528048,0.636719366,0.983745168,0.497635884,0.892893639,-0.01873919,0.012407731,0.005767163,-0.100971948,-0.092096025,0.000902249,-0.086411672,0.006402694,1.94630346,0.082759895,0.038081774,0.250594253,1.100345551,1.025227812,1.48469627,1.4152689,-1.304144449,-1.667357055,-0.079422205,-0.535868019,1.12367227,0.750168531,0.561153372,4.102976684,0.000936198,0.001789302,0.027996819,0.002470647,0.208111653,0.038919633,0.04221556,0.027476075,0.027922504,0.00548406,0.001580611,1.13739226,5222.198468
0.717840519,0.738901776,0.825185306,0.804914464,0.21145884,0.159143261,0.487196766,0.464216314,0.813735404,0.64932969,0.599116876,0.99561615,0.210572729,0.027481781,-0.084478543,1.407088475,0.978413697,-0.163506151,0.925085342,-0.430838294,8.731288159,-0.224046439,-0.787753514,-1.362004343,0.717840519,0.738901776,0.758476989,0.744168812,0.825185306,0.804914464,0.81266232,0.94397948,0.21145884,0.159143261,0.416358431,0.138462072,0.487196766,0.464216314,0.705548499,0.360264076,0.813735404,0.64932969,0.999963044,0.596775532,0.599116876,0.99561615,0.404688602,0.983100545,-0.020463839,-0.011263497,0.029621483,-0.114370372,-0.026319239,0.036702724,-0.061011608,0.015765176,2.058576442,0.050690362,0.05149846,0.14067904,0.933774978,1.040268324,1.551881452,1.417297909,-1.316154238,-1.664616494,-0.051224134,-0.14337987,1.474467036,0.616094089,0.401786776,5.425434353,0.005324187,0.002950087,0.018332371,0.002869091,0.145601952,0.01593206,0.102739493,0.056651699,0.011478377,0.01022716,0.004269529,0.978415875,5149.866401
0.731312558,0.703945692,0.837402317,0.822181581,0.282578043,0.167571396,0.516971476,0.467357605,0.811723892,0.655199402,0.647395694,0.967079917,0.243760479,0.116552346,-0.335694507,0.774649141,1.053675782,0.219824823,1.006052163,-0.511008817,9.130833738,0.195631088,-0.833133212,-1.435762677,0.731312558,0.703945692,0.776442276,0.727645737,0.837402317,0.822181581,0.786395079,0.90936017,0.282578043,0.167571396,0.530453852,0.200509483,0.516971476,0.467357605,0.745350058,0.344847809,0.811723892,0.655199402,0.999974887,0.697960443,0.647395694,0.967079917,0.44385725,0.874838628,-0.031646413,0.020968499,0.015294325,-0.090850849,-0.056720487,-0.011102234,-0.075993618,0.042854689,2.121940529,0.024186016,0.025707377,0.129700572,1.001292168,0.8661583,1.639025674,1.531198363,-0.931709401,-1.60293795,0.067911994,-0.130755558,1.461250701,0.641973349,0.607611207,3.380198237,0.004675286,0.008402077,0.089562327,0.003870298,0.186082825,0.018085648,0.05794271,0.181694422,0.006380731,0.002061714,0.003660324,0.860005515,5222.543425
0.727968972,0.717762508,0.834431764,0.81528326,0.266204276,0.143130648,0.499437466,0.458257282,0.785693308,0.638467728,0.637961069,0.970055749,0.16213125,0.261558076,-0.132020735,-0.25957672,0.840927455,0.31227568,0.945620995,-0.319489527,8.377770171,0.091017181,-0.804110715,-0.91331862,0.727968972,0.717762508,0.758866206,0.767624831,0.834431764,0.81528326,0.815378828,0.772966017,0.266204276,0.143130648,0.456847806,0.185842856,0.499437466,0.458257282,0.719780052,0.380635919,0.785693308,0.638467728,0.99993729,0.659201307,0.637961069,0.970055749,0.440881525,0.928554727,-0.013564604,-0.010223763,-0.004922506,0.015561883,-0.041614318,0.011761273,-0.078662782,0.016570144,1.822544445,0.019112606,0.055981788,0.124369884,0.984342294,0.933389861,1.617367556,1.484712093,-1.013966714,-1.78952762,-0.002250136,-0.167360422,1.299158391,0.568719819,0.566525512,3.478016195,0.004635861,0.005160154,0.073360417,0.002516068,0.218567948,0.005493076,0.047586245,0.107537952,0.008093507,0.003752666,0.005741011,0.69078158,5220.652342
0.699782924,0.732245171,0.82661133,0.805392133,0.271696125,0.150769071,0.543989286,0.377269553,0.818430622,0.631076598,0.618309986,0.979241487,0.243576851,0.353036263,-0.331309759,0.245303416,0.412219877,0.395174088,0.8274563,0.105079965,9.269022664,-0.288106281,-0.811596971,-1.567167287,0.699782924,0.732245171,0.748351823,0.795610118,0.82661133,0.805392133,0.773904172,0.84099447,0.271696125,0.150769071,0.360357175,0.208596246,0.543989286,0.377269553,0.731818697,0.402256001,0.818430622,0.631076598,0.99997908,0.56186436,0.618309986,0.979241487,0.418431433,0.907765727,-0.00342726,-0.029870205,0.040169785,-0.018322497,-0.00387551,-0.010880477,-0.082778717,0.032539372,1.826849126,0.072097297,0.074060378,0.105821899,0.84626438,1.006043647,1.561798889,1.420342687,-0.98603412,-1.728581815,0.176413246,-0.501153829,1.5057508,0.536838206,0.48238113,3.853821841,0.001924627,0.003507298,0.044324196,0.004530292,0.078926713,0.015791709,0.053129286,0.201857079,0.010092695,0.005312346,0.0012709,0.468944462,5215.416397
0.718776756,0.742632329,0.827150452,0.77598644,0.248143399,0.154175183,0.532442464,0.389477737,0.784804384,0.660174291,0.669759713,0.990870019,-0.194860364,0.057587857,-0.703181042,0.357073117,0.722870338,0.423532534,0.82603514,-0.353370074,8.769589784,-0.175550539,-1.105489633,-2.185301306,0.718776756,0.742632329,0.677769829,0.753484438,0.827150452,0.77598644,0.703158501,0.831948712,0.248143399,0.154175183,0.40476046,0.217773258,0.532442464,0.389477737,0.722317731,0.309410196,0.784804384,0.660174291,0.999957394,0.619757832,0.669759713,0.990870019,0.401698944,0.924262204,0.017650362,-0.015928602,0.036118208,-0.010064933,-0.0171404,-0.002715682,-0.069104607,0.033437417,1.833509483,0.063805928,0.052816298,0.157620226,0.938402002,1.059695385,1.56556505,1.242428462,-1.108538814,-1.702222762,0.129952432,-0.449508054,1.29388704,0.664071012,0.707098481,4.68701979,0.018884971,0.000774819,0.019804081,0.005529938,0.034911753,0.020388965,0.018707251,0.342336849,0.014796386,0.014443931,0.003297863,2.03201697,5253.525366
